age,gender,student_status,university,satisfaction_rating,learning_style,preferred_population,school,plans_further_education,career_goal,cost_importance,culture_importance,internship_importance,ranking_influence,extracurricular_importance,family_influence,friend_influence,social_media_influence,scholarship_significance,has_scholarship,funding_source,financial_consideration,residence,personality,leadership_role,extracurricular_hours,extracurricular_type,cca_count,engagement_level,engagement_category,internship_participation,external_influence,selection_criteria_list,cca_list,satisfaction_group
18 - 24,Female,International,NUS,3,Hands-on/Practical,Large,Social Sciences,1.0,Researcher,7,8,8,9,6,6,6,4,8,0,Scholarship,7.5,Commute,Ambivert,1,14,Professional,2,4,Medium,1,5.333333333333333,"['Faculty Quality', 'Academic Reputation', 'Industry Connections']","['Sports Club', 'Cultural Club']",Neutral
18 - 24,Male,Domestic,NUS,4,Theoretical,Large,Computing,1.0,Researcher,6,7,8,8,6,7,6,4,8,0,Family,7.0,On campus,Introverted,1,14,Arts,2,4,Medium,1,5.666666666666667,"['Career Services', 'Global Recognition', 'Scholarship Opportunities']","['Research Group', 'Social Club']",Satisfied
18 - 24,Male,Domestic,NUS,4,Hands-on/Practical,Large,Social Sciences,1.0,Data Scientist,6,8,7,8,6,7,5,5,7,0,Scholarship,6.5,Commute,Extroverted,0,14,Professional,3,2,Low,1,5.666666666666667,"['Research Opportunities', 'Industry Connections', 'Scholarship Opportunities']","['Professional Club', 'Academic Society', 'Cultural Club']",Satisfied
18 - 24,Male,Domestic,NUS,4,Auditory,Large,Engineering,0.5,Data Scientist,7,8,8,9,6,6,6,5,8,1,Scholarship,7.5,On campus,Extroverted,0,15,Academic,4,3,Medium,1,5.666666666666667,"['International Exposure', 'Career Services', 'Career Services']","['Professional Club', 'Sports Club', 'Sports Club', 'Sports Club']",Satisfied
25 - 30,Female,Domestic,NUS,4,Group-based,Large,Computing,1.0,Software Engineer,7,7,7,9,7,7,5,5,7,0,Loan,7.0,On campus,Extroverted,0,19,Arts,1,2,Low,1,5.666666666666667,"['Scholarship Opportunities', 'Career Services', 'International Exposure']",['Professional Club'],Satisfied
18 - 24,Male,International,NUS,3,Theoretical,Large,Engineering,0.0,Software Engineer,6,7,8,8,6,6,5,5,8,0,Scholarship,7.0,On campus,Introverted,0,17,Academic,3,3,Medium,0,5.333333333333333,"['Global Recognition', 'Industry Connections', 'Industry Connections']","['Cultural Club', 'Sports Club', 'Research Group']",Neutral
18 - 24,Female,Domestic,NUS,3,Theoretical,Large,Engineering,0.5,Researcher,7,7,7,8,6,7,6,5,7,0,Family,7.0,Off campus,Ambivert,1,14,Community,2,4,Medium,1,6.0,"['Global Recognition', 'Global Recognition', 'Research Opportunities']","['Sports Club', 'Research Group']",Neutral
Over 30,Female,Domestic,NUS,4,Self-paced/Individual,Large,Computing,1.0,Data Scientist,6,7,8,8,7,7,6,5,8,1,Scholarship,7.0,Off campus,Extroverted,0,16,Social,3,3,Medium,1,6.0,"['Industry Connections', 'Research Opportunities', 'International Exposure']","['Cultural Club', 'Social Club', 'Professional Club']",Satisfied
Over 30,Female,International,NUS,3,Self-paced/Individual,Large,Sciences,1.0,Product Manager,7,8,7,9,6,7,6,4,8,0,Family,7.5,Off campus,Introverted,0,14,Social,1,1,Low,1,5.666666666666667,"['Academic Reputation', 'Industry Connections', 'Research Opportunities']",['Social Club'],Neutral
18 - 24,Male,International,NUS,4,Group-based,Large,Engineering,0.0,Data Scientist,6,8,7,8,6,6,6,4,8,0,Family,7.0,On campus,Ambivert,0,15,Sports,1,2,Low,1,5.333333333333333,"['Industry Connections', 'Career Services', 'Career Services']",['Research Group'],Satisfied
18 - 24,Female,International,NUS,4,Hands-on/Practical,Large,Business,0.0,Business Analyst,7,8,7,9,7,6,6,4,8,0,Family,7.5,Commute,Ambivert,0,15,Professional,3,3,Medium,1,5.333333333333333,"['Global Recognition', 'Academic Reputation', 'Industry Connections']","['Professional Club', 'Professional Club', 'Social Club']",Satisfied
18 - 24,Male,International,NUS,4,Group-based,Large,Business,1.0,Researcher,6,8,8,9,7,7,5,5,6,0,Loan,6.0,Off campus,Extroverted,0,17,Professional,2,2,Low,0,5.666666666666667,"['International Exposure', 'Faculty Quality', 'International Exposure']","['Research Group', 'Cultural Club']",Satisfied
18 - 24,Female,Domestic,NUS,4,Hands-on/Practical,Large,Sciences,1.0,Data Scientist,7,7,7,9,7,6,6,5,7,0,Scholarship,7.0,Off campus,Extroverted,0,15,Arts,3,3,Medium,1,5.666666666666667,"['International Exposure', 'Career Services', 'Scholarship Opportunities']","['Research Group', 'Professional Club', 'Research Group']",Satisfied
18 - 24,Female,Domestic,NUS,4,Auditory,Large,Computing,1.0,Data Scientist,6,7,8,8,6,7,5,4,8,1,Scholarship,7.0,Commute,Introverted,0,16,Arts,1,2,Low,1,5.333333333333333,"['Research Opportunities', 'Faculty Quality', 'Academic Reputation']",['Sports Club'],Satisfied
18 - 24,Male,International,NUS,4,Theoretical,Large,Arts,1.0,Researcher,6,8,8,8,7,7,5,5,7,1,Self-funded,6.5,Commute,Introverted,0,20,Professional,1,2,Low,1,5.666666666666667,"['Career Services', 'Academic Reputation', 'Global Recognition']",['Sports Club'],Satisfied
18 - 24,Female,Domestic,NUS,4,Theoretical,Large,Engineering,1.0,Software Engineer,7,8,7,8,7,7,5,4,8,1,Scholarship,7.5,Off campus,Introverted,1,14,Professional,1,3,Medium,0,5.333333333333333,"['Global Recognition', 'Academic Reputation', 'Global Recognition']",['Research Group'],Satisfied
18 - 24,Female,International,NUS,4,Hands-on/Practical,Large,Sciences,1.0,Software Engineer,7,7,7,9,6,7,6,5,7,0,Scholarship,7.0,Commute,Introverted,1,13,Arts,3,4,Medium,1,6.0,"['Global Recognition', 'Global Recognition', 'Research Opportunities']","['Social Club', 'Academic Society', 'Cultural Club']",Satisfied
18 - 24,Male,Domestic,NUS,4,Group-based,Large,Computing,1.0,Researcher,6,8,7,8,7,6,5,4,7,1,Scholarship,6.5,On campus,Ambivert,1,18,Academic,3,5,Medium,1,5.0,"['Academic Reputation', 'Global Recognition', 'Industry Connections']","['Research Group', 'Sports Club', 'Academic Society']",Satisfied
18 - 24,Female,International,NUS,4,Visual,Large,Computing,0.5,Entrepreneur,7,8,8,8,6,7,5,4,8,1,Loan,7.5,Commute,Ambivert,0,17,Professional,3,3,Medium,1,5.333333333333333,"['Academic Reputation', 'Academic Reputation', 'Research Opportunities']","['Research Group', 'Research Group', 'Cultural Club']",Satisfied
18 - 24,Female,International,NUS,3,Theoretical,Large,Medicine,1.0,Data Scientist,6,8,8,8,6,5,6,4,8,0,Scholarship,7.0,Off campus,Ambivert,1,16,Community,3,5,Medium,0,5.0,"['Academic Reputation', 'Global Recognition', 'Faculty Quality']","['Research Group', 'Professional Club', 'Research Group']",Neutral
18 - 24,Male,Domestic,NUS,4,Theoretical,Large,Engineering,1.0,Researcher,6,8,7,8,6,6,6,4,8,0,Loan,7.0,Commute,Introverted,0,14,Arts,4,3,Medium,0,5.333333333333333,"['Career Services', 'Research Opportunities', 'Global Recognition']","['Social Club', 'Sports Club', 'Research Group', 'Cultural Club']",Satisfied
18 - 24,Male,Domestic,NUS,3,Auditory,Large,Medicine,1.0,Data Scientist,6,8,7,8,7,7,6,5,8,0,Self-funded,7.0,Commute,Extroverted,0,17,Community,2,2,Low,1,6.0,"['Research Opportunities', 'Faculty Quality', 'Global Recognition']","['Professional Club', 'Cultural Club']",Neutral
18 - 24,Female,International,NUS,4,Theoretical,Large,Business,1.0,Researcher,7,7,7,8,6,7,5,5,7,0,Scholarship,7.0,Off campus,Introverted,1,16,Professional,2,4,Medium,1,5.666666666666667,"['Scholarship Opportunities', 'Career Services', 'Global Recognition']","['Sports Club', 'Professional Club']",Satisfied
18 - 24,Male,International,NUS,4,Self-paced/Individual,Large,Engineering,1.0,Software Engineer,7,8,7,9,6,7,6,4,8,0,Family,7.5,On campus,Extroverted,1,17,Sports,3,5,Medium,0,5.666666666666667,"['Global Recognition', 'Research Opportunities', 'Career Services']","['Professional Club', 'Professional Club', 'Social Club']",Satisfied
Over 30,Female,International,NUS,4,Self-paced/Individual,Large,Engineering,1.0,Consultant,7,7,7,8,6,6,6,5,7,0,Family,7.0,Off campus,Ambivert,0,10,Sports,5,3,Medium,1,5.666666666666667,"['Scholarship Opportunities', 'International Exposure', 'Industry Connections']","['Sports Club', 'Sports Club', 'Research Group', 'Cultural Club', 'Research Group']",Satisfied
18 - 24,Female,International,NUS,3,Visual,Large,Social Sciences,1.0,Business Analyst,7,8,7,9,7,6,6,5,7,0,Scholarship,7.0,Commute,Ambivert,1,11,Academic,1,3,Medium,1,5.666666666666667,"['International Exposure', 'Academic Reputation', 'Research Opportunities']",['Professional Club'],Neutral
18 - 24,Female,Domestic,NUS,4,Hands-on/Practical,Large,Social Sciences,1.0,Business Analyst,7,7,8,8,6,5,5,5,8,1,Family,7.5,On campus,Extroverted,0,13,Academic,2,2,Low,1,5.0,"['Global Recognition', 'Industry Connections', 'Scholarship Opportunities']","['Social Club', 'Research Group']",Satisfied
18 - 24,Male,Domestic,NUS,4,Group-based,Large,Sciences,1.0,Data Scientist,5,8,7,9,7,7,5,5,7,1,Loan,6.0,On campus,Extroverted,0,12,Academic,2,2,Low,0,5.666666666666667,"['Global Recognition', 'International Exposure', 'Faculty Quality']","['Research Group', 'Academic Society']",Satisfied
Over 30,Male,Domestic,NUS,4,Theoretical,Large,Computing,0.5,Consultant,7,7,7,8,7,6,6,4,7,1,Family,7.0,Commute,Introverted,0,16,Professional,3,3,Medium,1,5.333333333333333,"['Research Opportunities', 'Research Opportunities', 'International Exposure']","['Academic Society', 'Sports Club', 'Research Group']",Satisfied
18 - 24,Female,Domestic,NUS,4,Visual,Large,Engineering,1.0,Business Analyst,6,7,8,10,7,6,5,4,8,0,Loan,7.0,On campus,Introverted,0,13,Academic,1,1,Low,1,5.0,"['Academic Reputation', 'Academic Reputation', 'International Exposure']",['Academic Society'],Satisfied
18 - 24,Female,Domestic,NUS,4,Theoretical,Large,Computing,1.0,Business Analyst,7,8,7,8,6,7,5,4,7,0,Self-funded,7.0,On campus,Extroverted,0,17,Professional,4,3,Medium,1,5.333333333333333,"['Industry Connections', 'Faculty Quality', 'Scholarship Opportunities']","['Professional Club', 'Professional Club', 'Cultural Club', 'Sports Club']",Satisfied
18 - 24,Male,International,NUS,3,Theoretical,Large,Engineering,0.0,Software Engineer,7,8,7,9,6,6,5,5,7,0,Family,7.0,Commute,Extroverted,0,14,Social,3,2,Low,1,5.333333333333333,"['Global Recognition', 'Research Opportunities', 'Research Opportunities']","['Professional Club', 'Academic Society', 'Social Club']",Neutral
18 - 24,Female,International,NUS,4,Visual,Large,Computing,1.0,Product Manager,7,8,8,10,7,6,5,5,8,0,Loan,7.5,On campus,Extroverted,0,14,Professional,2,2,Low,1,5.333333333333333,"['Industry Connections', 'Faculty Quality', 'Global Recognition']","['Academic Society', 'Professional Club']",Satisfied
18 - 24,Male,Domestic,NUS,4,Theoretical,Large,Computing,1.0,Researcher,6,7,8,8,6,6,6,4,8,0,Family,7.0,On campus,Ambivert,0,16,Sports,3,3,Medium,1,5.333333333333333,"['Career Services', 'Research Opportunities', 'Research Opportunities']","['Sports Club', 'Professional Club', 'Cultural Club']",Satisfied
18 - 24,Male,Domestic,NUS,4,Self-paced/Individual,Large,Computing,0.5,Software Engineer,6,8,7,8,6,7,5,4,8,0,Loan,7.0,Commute,Introverted,1,15,Academic,2,4,Medium,1,5.333333333333333,"['Academic Reputation', 'Global Recognition', 'Career Services']","['Social Club', 'Social Club']",Satisfied
25 - 30,Female,International,NUS,4,Theoretical,Large,Computing,0.5,Researcher,6,7,8,8,7,6,6,4,6,0,Family,6.0,On campus,Extroverted,1,13,Social,4,5,Medium,1,5.333333333333333,"['International Exposure', 'Academic Reputation', 'International Exposure']","['Research Group', 'Cultural Club', 'Academic Society', 'Social Club']",Satisfied
18 - 24,Male,International,NUS,4,Theoretical,Large,Engineering,0.0,Business Analyst,7,7,8,8,7,7,6,5,7,1,Scholarship,7.0,On campus,Extroverted,0,13,Professional,3,2,Low,1,6.0,"['Research Opportunities', 'Academic Reputation', 'Global Recognition']","['Professional Club', 'Sports Club', 'Research Group']",Satisfied
Under 18,Male,Domestic,NUS,4,Group-based,Large,Sciences,1.0,Software Engineer,7,8,7,9,7,6,6,4,8,1,Family,7.5,Off campus,Extroverted,1,15,Academic,2,4,Medium,1,5.333333333333333,"['Faculty Quality', 'Scholarship Opportunities', 'Research Opportunities']","['Academic Society', 'Professional Club']",Satisfied
18 - 24,Female,International,NUS,4,Hands-on/Practical,Large,Engineering,1.0,Software Engineer,7,6,7,9,6,7,5,5,7,0,Family,7.0,Off campus,Ambivert,1,11,Academic,2,4,Medium,1,5.666666666666667,"['Industry Connections', 'Industry Connections', 'Career Services']","['Research Group', 'Sports Club']",Satisfied
18 - 24,Male,Domestic,NUS,4,Group-based,Large,Engineering,1.0,Researcher,7,8,8,8,7,7,5,5,8,0,Family,7.5,On campus,Extroverted,1,12,Professional,3,4,Medium,1,5.666666666666667,"['Industry Connections', 'Global Recognition', 'Faculty Quality']","['Sports Club', 'Social Club', 'Social Club']",Satisfied
18 - 24,Female,International,NUS,3,Hands-on/Practical,Large,Business,0.0,Software Engineer,7,8,7,8,6,8,6,4,8,1,Loan,7.5,On campus,Extroverted,1,15,Arts,5,6,High,1,6.0,"['Global Recognition', 'Career Services', 'Research Opportunities']","['Academic Society', 'Research Group', 'Academic Society', 'Social Club', 'Research Group']",Neutral
18 - 24,Male,Domestic,NUS,4,Theoretical,Large,Sciences,0.0,Researcher,6,8,8,9,6,6,5,5,8,1,Scholarship,7.0,Off campus,Extroverted,1,17,Community,1,4,Medium,1,5.333333333333333,"['Research Opportunities', 'Academic Reputation', 'Global Recognition']",['Cultural Club'],Satisfied
25 - 30,Male,International,NUS,3,Hands-on/Practical,Large,Engineering,0.0,Business Analyst,7,6,7,9,6,7,6,5,6,0,Scholarship,6.5,Commute,Ambivert,0,17,Academic,3,3,Medium,0,6.0,"['Faculty Quality', 'Research Opportunities', 'Academic Reputation']","['Professional Club', 'Cultural Club', 'Research Group']",Neutral
18 - 24,Male,International,NUS,4,Theoretical,Large,Medicine,1.0,Data Scientist,6,7,8,9,7,7,5,5,8,1,Scholarship,7.0,Off campus,Extroverted,1,18,Academic,1,4,Medium,1,5.666666666666667,"['Faculty Quality', 'Career Services', 'Industry Connections']",['Social Club'],Satisfied
18 - 24,Male,International,NUS,3,Visual,Large,Engineering,1.0,Software Engineer,6,7,7,9,7,6,6,4,7,0,Loan,6.5,Off campus,Extroverted,1,16,Sports,4,5,Medium,1,5.333333333333333,"['Global Recognition', 'Academic Reputation', 'Global Recognition']","['Research Group', 'Research Group', 'Academic Society', 'Professional Club']",Neutral
18 - 24,Female,Domestic,NUS,4,Theoretical,Large,Computing,0.5,Business Analyst,7,7,8,9,7,6,5,4,8,0,Scholarship,7.5,On campus,Extroverted,1,14,Arts,2,4,Medium,1,5.0,"['Faculty Quality', 'Faculty Quality', 'Research Opportunities']","['Academic Society', 'Research Group']",Satisfied
18 - 24,Male,Domestic,NUS,4,Visual,Large,Medicine,1.0,Data Scientist,7,8,7,8,6,7,5,4,7,0,Family,7.0,Off campus,Ambivert,1,16,Professional,5,6,High,1,5.333333333333333,"['Research Opportunities', 'Faculty Quality', 'Academic Reputation']","['Sports Club', 'Research Group', 'Academic Society', 'Academic Society', 'Academic Society']",Satisfied
18 - 24,Female,Domestic,NUS,3,Self-paced/Individual,Large,Business,0.5,Researcher,7,7,8,8,6,7,6,4,7,1,Scholarship,7.0,Off campus,Introverted,0,13,Professional,2,2,Low,1,5.666666666666667,"['Faculty Quality', 'Career Services', 'Faculty Quality']","['Sports Club', 'Academic Society']",Neutral
18 - 24,Prefer not to say,Domestic,NUS,3,Visual,Large,Social Sciences,1.0,Software Engineer,6,8,8,8,6,7,5,3,7,1,Loan,6.5,Commute,Extroverted,0,19,Professional,2,2,Low,1,5.0,"['Academic Reputation', 'International Exposure', 'Global Recognition']","['Research Group', 'Academic Society']",Neutral
18 - 24,Male,Domestic,NUS,4,Auditory,Large,Engineering,0.5,Researcher,6,8,7,8,7,7,6,5,7,1,Scholarship,6.5,Commute,Introverted,0,13,Arts,2,2,Low,1,6.0,"['Research Opportunities', 'Scholarship Opportunities', 'Industry Connections']","['Sports Club', 'Professional Club']",Satisfied
18 - 24,Female,International,NUS,4,Theoretical,Large,Sciences,0.5,Product Manager,6,8,8,9,6,6,5,4,7,0,Family,6.5,Commute,Extroverted,1,16,Academic,3,5,Medium,1,5.0,"['Global Recognition', 'Research Opportunities', 'Global Recognition']","['Academic Society', 'Professional Club', 'Sports Club']",Satisfied
18 - 24,Male,International,NUS,4,Hands-on/Practical,Large,Business,0.5,Entrepreneur,6,8,8,9,7,7,5,4,8,1,Family,7.0,Commute,Introverted,0,13,Community,3,2,Low,1,5.333333333333333,"['Career Services', 'Research Opportunities', 'Academic Reputation']","['Academic Society', 'Academic Society', 'Research Group']",Satisfied
18 - 24,Female,International,NUS,4,Theoretical,Large,Engineering,1.0,Researcher,7,7,7,8,7,7,5,5,8,1,Loan,7.5,On campus,Extroverted,1,18,Sports,2,4,Medium,1,5.666666666666667,"['Industry Connections', 'Industry Connections', 'Academic Reputation']","['Research Group', 'Sports Club']",Satisfied
25 - 30,Male,International,NUS,3,Visual,Large,Sciences,1.0,Business Analyst,7,8,8,9,6,6,6,5,8,0,Scholarship,7.5,Commute,Ambivert,0,14,Professional,2,2,Low,0,5.666666666666667,"['Academic Reputation', 'Industry Connections', 'Academic Reputation']","['Professional Club', 'Professional Club']",Neutral
18 - 24,Female,International,NUS,3,Hands-on/Practical,Large,Engineering,1.0,Product Manager,6,6,8,8,6,6,5,4,7,1,Scholarship,6.5,Off campus,Introverted,1,13,Academic,2,4,Medium,1,5.0,"['Academic Reputation', 'Research Opportunities', 'International Exposure']","['Academic Society', 'Sports Club']",Neutral
18 - 24,Male,International,NUS,4,Group-based,Large,Social Sciences,1.0,Researcher,6,7,7,9,6,7,6,5,8,0,Scholarship,7.0,Off campus,Extroverted,1,17,Academic,2,4,Medium,1,6.0,"['Academic Reputation', 'Global Recognition', 'Industry Connections']","['Sports Club', 'Professional Club']",Satisfied
18 - 24,Female,International,NUS,4,Self-paced/Individual,Large,Sciences,1.0,Researcher,6,8,8,9,7,7,5,5,7,0,Loan,6.5,Off campus,Ambivert,0,16,Sports,2,2,Low,1,5.666666666666667,"['Research Opportunities', 'Faculty Quality', 'Career Services']","['Sports Club', 'Academic Society']",Satisfied
18 - 24,Female,Domestic,NUS,4,Theoretical,Large,Medicine,0.5,Data Scientist,6,7,8,9,6,6,5,4,8,1,Scholarship,7.0,On campus,Extroverted,0,14,Academic,3,2,Low,1,5.0,"['Scholarship Opportunities', 'Career Services', 'Career Services']","['Professional Club', 'Cultural Club', 'Academic Society']",Satisfied
18 - 24,Female,Domestic,NUS,4,Theoretical,Large,Computing,0.5,Consultant,7,7,9,8,6,6,6,6,8,1,Scholarship,7.5,Commute,Ambivert,0,16,Academic,2,2,Low,1,6.0,"['Scholarship Opportunities', 'Academic Reputation', 'Industry Connections']","['Research Group', 'Academic Society']",Satisfied
18 - 24,Male,Domestic,NUS,3,Theoretical,Large,Engineering,0.0,Data Scientist,7,8,7,8,6,5,6,4,8,1,Scholarship,7.5,Commute,Introverted,0,17,Academic,3,3,Medium,1,5.0,"['Global Recognition', 'Faculty Quality', 'Career Services']","['Cultural Club', 'Academic Society', 'Research Group']",Neutral
18 - 24,Male,International,NUS,3,Group-based,Large,Engineering,1.0,Business Analyst,7,7,7,9,7,6,5,5,8,1,Self-funded,7.5,On campus,Extroverted,1,17,Professional,3,5,Medium,1,5.333333333333333,"['Industry Connections', 'Career Services', 'International Exposure']","['Social Club', 'Social Club', 'Professional Club']",Neutral
18 - 24,Female,Domestic,NUS,4,Theoretical,Large,Computing,1.0,Software Engineer,6,7,7,9,6,7,6,5,8,0,Loan,7.0,On campus,Ambivert,1,16,Social,4,5,Medium,0,6.0,"['Industry Connections', 'Scholarship Opportunities', 'Global Recognition']","['Professional Club', 'Research Group', 'Academic Society', 'Professional Club']",Satisfied
18 - 24,Female,International,NUS,3,Theoretical,Large,Engineering,0.0,Business Analyst,6,8,8,7,6,6,5,4,7,0,Family,6.5,Commute,Introverted,1,16,Arts,4,5,Medium,1,5.0,"['Research Opportunities', 'International Exposure', 'Academic Reputation']","['Research Group', 'Professional Club', 'Academic Society', 'Academic Society']",Neutral
